Id,DietitianId,Name,Description,IsPublic,IsDemo,IsDraft,IsHiddenFromProduction,StepsJson,ArchivedAtUtc,CookTimeMinutes,IsArchived,PrepTimeMinutes,Servings,TagsJson,Slug,CaloriesKcal,CarbsGrams,FatGrams,ProteinGrams
25bc1a94-c562-5426-abbe-f81176ee4d63,8f1866ab-b4ad-4b81-80c0-6525ec84c538,Acılı Ezme,"Acılı Ezme, meze kültürünün dengeli ve paylaşılabilir örneklerinden biri olarak sofrada hem başlangıç hem eşlikçi rolü üstlenir.",True,False,False,False,"[""Ana malzemeyi tarifine uygun şekilde haşlayın, közleyin ya da soteleyin."", ""Soğuması gereken malzemeleri dinlendirip kıvamını koruyun."", ""Yoğurtlu ya da zeytinyağlı sos tabanını ayrı kapta hazırlayın."", ""Tüm malzemeleri birleştirip tuz ve baharat ayarını yapın."", ""Servis öncesi üzerine son dokunuşları ekleyin.""]",,0,False,16,4,"[""meze"", ""Türk mutfağı"", ""acı"", ""sebze"", ""Selin Aydın"", ""Aydın Sağlık Merkezi""]",acili-ezme-25bc1a,59,7.27,2.81,1.17
5971f846-0fdd-56d9-9603-e02534c03829,8f1866ab-b4ad-4b81-80c0-6525ec84c538,Arpa Şehriyeli Sebze Çorbası,"Türk ev mutfağında sık yapılan arpa şehriyeli sebze çorbası, dengeli içeriği ve sıcak servis yapısıyla öğünleri tamamlayan klasik bir seçenektir.",True,False,False,False,"[""Soğanı ve aromatik malzemeleri ince doğrayıp tencerenin tabanını hazırlayın."", ""Arpa şehriye ile sebzeleri tencereye alıp kısa süre kavurun."", ""Sıcak suyu ekleyip malzemeler yumuşayana kadar orta ateşte pişirin."", ""Baharatlarını son aşamada ekleyip kıvamı kontrol edin."", ""Bir iki dakika dinlendirip sıcak servis edin.""]",,30,False,15,4,"[""çorba"", ""Türk mutfağı"", ""sebze"", ""şehriyeli"", ""Selin Aydın"", ""Aydın Sağlık Merkezi""]",arpa-sehriyeli-sebze-corbasi-5971f8,102,17.48,2.31,2.72
7e0e56f6-dee2-5cc5-8b9b-49be541f64de,8f1866ab-b4ad-4b81-80c0-6525ec84c538,Arpa Şehriyeli Yoğurt Çorbası,"Türk ev mutfağında sık yapılan arpa şehriyeli yoğurt çorbası, dengeli içeriği ve sıcak servis yapısıyla öğünleri tamamlayan klasik bir seçenektir.",True,False,False,False,"[""Soğanı ve aromatik malzemeleri ince doğrayıp tencerenin tabanını hazırlayın."", ""Yoğurt, arpa şehriye ile sebzeleri tencereye alıp kısa süre kavurun."", ""Sıcak suyu ekleyip malzemeler yumuşayana kadar orta ateşte pişirin."", ""Baharatlarını son aşamada ekleyip kıvamı kontrol edin."", ""Bir iki dakika dinlendirip sıcak servis edin.""]",,30,False,15,4,"[""çorba"", ""Türk mutfağı"", ""yoğurtlu"", ""şehriyeli"", ""Selin Aydın"", ""Aydın Sağlık Merkezi""]",arpa-sehriyeli-yogurt-corbasi-7e0e56,117,13.66,4.54,5.36
e6bc6caa-1bdb-5b81-81d5-85168f551026,8f1866ab-b4ad-4b81-80c0-6525ec84c538,Bamya Çorbası,"Türk ev mutfağında sık yapılan bamya çorbası, dengeli içeriği ve sıcak servis yapısıyla öğünleri tamamlayan klasik bir seçenektir.",True,False,False,False,"[""Soğanı ve aromatik malzemeleri ince doğrayıp tencerenin tabanını hazırlayın."", ""Bamya ile sebzeleri tencereye alıp kısa süre kavurun."", ""Sıcak suyu ekleyip malzemeler yumuşayana kadar orta ateşte pişirin."", ""Baharatlarını son aşamada ekleyip kıvamı kontrol edin."", ""Bir iki dakika dinlendirip sıcak servis edin.""]",,30,False,15,4,"[""çorba"", ""Türk mutfağı"", ""sebze"", ""geleneksel"", ""Selin Aydın"", ""Aydın Sağlık Merkezi""]",bamya-corbasi-e6bc6c,54,6.96,2.20,1.63
29e53d46-d0d4-58a4-ab6b-d8653b378a09,8f1866ab-b4ad-4b81-80c0-6525ec84c538,Barbunya Pilaki,"Barbunya Pilaki, bakliyat temelli sulu yemek geleneğini sürdüren ve doyuruculuğu yüksek bir Türk ana öğünüdür.",True,False,False,False,"[""Soğanı yağ ile birlikte tencerede yumuşatın."", ""Bakliyatı ve varsa et tabanını ekleyip birkaç dakika çevirin."", ""Sebzeleri ve salçayı ilave ederek aromaları bütünleştirin."", ""Sıcak su ekleyip kısık ateşte malzemeler yumuşayana kadar pişirin."", ""Kıvamı oturunca dinlendirip yanında yoğurt ya da salata ile servis edin.""]",,42,False,18,4,"[""bakliyat"", ""ev yemeği"", ""Türk mutfağı"", ""zeytinyağlı"", ""Selin Aydın"", ""Aydın Sağlık Merkezi""]",barbunya-pilaki-29e53d,249,40.10,4.22,12.56
35926b19-1921-5557-99fc-1b3d8c700ae8,8f1866ab-b4ad-4b81-80c0-6525ec84c538,Barbunya Salatası,"Barbunya Salatası, taze sebze ve bakliyat dengesini bir araya getiren, Türk sofralarında sık karşılaşılan ferah bir eşlikçidir.",True,False,False,False,"[""Sebzeleri uygun boyutta doğrayıp servis kabına alın."", ""Bakliyat veya protein tabanını hazır hale getirip sebzelerle birleştirin."", ""Sos malzemelerini ayrı kapta karıştırıp salatanın üzerine gezdirin."", ""Nazikçe harmanlayıp birkaç dakika dinlendirin."", ""Taze otlarla tamamlayıp servis edin.""]",,0,False,18,4,"[""salata"", ""Türk mutfağı"", ""bakliyat"", ""yaz"", ""Selin Aydın"", ""Aydın Sağlık Merkezi""]",barbunya-salatasi-35926b,204,32.00,3.61,10.88
dd1c98e4-edc2-5d73-8232-a72bd01f55a6,8f1866ab-b4ad-4b81-80c0-6525ec84c538,Beyaz Peynirli Kabaklı Menemen,"Beyaz Peynirli Kabaklı Menemen, domatesli yumurta tabanı ve tavada kısa sürede toparlanan yapısıyla sevilen bir Türk kahvaltısıdır.",True,False,False,False,"[""Soğanı ve biberleri zeytinyağında yumuşatın."", ""Domatesleri ekleyip suyunu hafifçe çektirerek sos kıvamı oluşturun."", ""Ek malzemeleri ekleyip kısa süre birlikte pişirin."", ""Yumurtaları üzerine kırıp karıştırın veya bütün halde bırakın."", ""İstenirse peynir ilave edip sıcak servis edin.""]",,14,False,10,2,"[""kahvaltı"", ""menemen"", ""Türk mutfağı"", ""tava"", ""Selin Aydın"", ""Aydın Sağlık Merkezi""]",beyaz-peynirli-kabakli-menemen-dd1c98,275,13.99,17.48,15.37
f31b85c2-3d88-504e-b637-c44a184f1634,8f1866ab-b4ad-4b81-80c0-6525ec84c538,Beyti Usulü Fırın Tavuk,"Beyti Usulü Fırın Tavuk, protein ve sebze dengesini koruyan, lokanta ve ev mutfağında sık karşılaşılan doyurucu bir Türk ana yemeğidir.",True,False,False,False,"[""Protein malzemesini kurulayarak pişirmeye uygun hale getirin."", ""Soğan ve sebzeleri hazırlayıp tencere ya da tavada renk aldırın."", ""Ana proteini ekleyip mühürleme aşamasını tamamlayın."", ""Tepsiye domates, yağ ve baharatları ekleyip fırında kontrollü şekilde pişirin."", ""Yemeği birkaç dakika dinlendirip sıcak servis edin.""]",,35,False,18,4,"[""ana yemek"", ""Türk mutfağı"", ""tavuk"", ""fırın"", ""Selin Aydın"", ""Aydın Sağlık Merkezi""]",beyti-usulu-firin-tavuk-f31b85,253,21.66,7.56,24.47
e5454fa1-d669-512c-b884-198bc473cdef,8f1866ab-b4ad-4b81-80c0-6525ec84c538,Biberli Yoğurtlu Meze,"Biberli Yoğurtlu Meze, meze kültürünün dengeli ve paylaşılabilir örneklerinden biri olarak sofrada hem başlangıç hem eşlikçi rolü üstlenir.",True,False,False,False,"[""Ana malzemeyi tarifine uygun şekilde haşlayın, közleyin ya da soteleyin."", ""Soğuması gereken malzemeleri dinlendirip kıvamını koruyun."", ""Yoğurtlu ya da zeytinyağlı sos tabanını ayrı kapta hazırlayın."", ""Tüm malzemeleri birleştirip tuz ve baharat ayarını yapın."", ""Servis öncesi üzerine son dokunuşları ekleyin.""]",,18,False,16,4,"[""meze"", ""Türk mutfağı"", ""yoğurtlu"", ""sebze"", ""Selin Aydın"", ""Aydın Sağlık Merkezi""]",biberli-yogurtlu-meze-e5454f,67,6.08,3.66,2.47
1fd50683-b1c3-59da-a497-e585b65aa8b7,8f1866ab-b4ad-4b81-80c0-6525ec84c538,Börülce Salatası,"Börülce Salatası, taze sebze ve bakliyat dengesini bir araya getiren, Türk sofralarında sık karşılaşılan ferah bir eşlikçidir.",True,False,False,False,"[""Sebzeleri uygun boyutta doğrayıp servis kabına alın."", ""Bakliyat veya protein tabanını hazır hale getirip sebzelerle birleştirin."", ""Sos malzemelerini ayrı kapta karıştırıp salatanın üzerine gezdirin."", ""Nazikçe harmanlayıp birkaç dakika dinlendirin."", ""Taze otlarla tamamlayıp servis edin.""]",,0,False,18,4,"[""salata"", ""Türk mutfağı"", ""bakliyat"", ""yaz"", ""Selin Aydın"", ""Aydın Sağlık Merkezi""]",borulce-salatasi-1fd506,209,31.72,3.60,12.45
